duration;start_time;end_time;labels;species_count;filepath;channels;collection_id
34.690612;0.000000;34.690612;Porzana porzana;1;derivation/1/b/8/a/750bc2e6db9b4db4b2423e752847cc3b.wav;1;1
19.247250;0.000000;19.247250;Porzana porzana;1;derivation/1/9/0/7/11ad0789b5c04150be9fad0d290ff374.wav;2;87
32.553583;0.000000;32.553583;Porzana porzana;1;derivation/1/3/e/1/f1ccb30ed999416c9db761940e504d8c.wav;2;1
14.074573;0.000000;14.074573;Porzana porzana;1;derivation/1/e/f/7/15aa5625785e4fee9ec921e32c6742f0.wav;1;87
20.664552;0.000000;20.664552;Porzana porzana;1;derivation/1/0/9/f/d017fa1325a7491294dde997a39de068.wav;1;87
5.695000;0.000000;5.695000;Porzana porzana;1;derivation/1/c/9/4/c5a5aae8e1264f8ab7e4d6f417d5dbd5.wav;1;84
18.625323;0.000000;18.625323;Porzana porzana;1;derivation/1/3/a/3/9bf74034c0394713a7b2c74193a2a774.wav;2;87
13.903021;0.000000;13.903021;Porzana porzana;1;derivation/1/3/e/6/4d473bc31969400b870f3f51a54ebfbb.wav;1;87
17.244969;0.000000;17.244969;Porzana porzana;1;derivation/1/6/a/b/b1b6137dd8eb44ff9000403edcd39d34.wav;1;87
156.969796;0.000000;156.969796;Porzana porzana;1;derivation/1/e/1/6/df964bd62843400caf6862c62f1b7399.wav;1;1
6.055000;0.000000;6.055000;Porzana porzana;1;derivation/1/9/c/9/1729d3b893e44ea4be8c87d15cc6337f.wav;1;84
37.819656;0.000000;37.819656;Porzana porzana;1;derivation/1/a/6/4/648d04360bfc4a46a12bfad4be620420.wav;2;1
534.744000;0.000000;534.744000;Porzana porzana;1;derivation/1/9/5/5/03dd0a98d37e4d99b51aeb8efced5af2.wav;2;1
4.549000;0.000000;4.549000;Porzana porzana;1;derivation/1/b/4/4/bd21acd2e47d4c8f8772ef8f1fbdf78e.wav;1;84
48.000000;0.000000;48.000000;Porzana porzana;1;derivation/1/7/6/9/607f7564a8994aea82ed0bd9a76bc491.wav;1;1
32.219750;0.000000;32.219750;Porzana porzana;1;derivation/1/3/3/e/055489d02a7941d4a4da119b42e0072a.wav;1;1
4.088000;0.000000;4.088000;Porzana porzana;1;derivation/1/0/5/f/8e1a7343600c4eae88898f750d56013f.wav;1;84
143.438367;0.000000;143.438367;Porzana porzana;1;derivation/1/3/9/9/aafae26f7d884b4983a0efdd97585d25.wav;1;1
38.304000;0.000000;38.304000;Porzana porzana;1;derivation/1/2/5/c/3f616e006968417fad1598fd58267705.wav;1;1
10.326000;0.000000;10.326000;Porzana porzana;1;derivation/1/9/4/d/fcfebc9612a14c4384110f77a8f645e7.wav;2;1
18.263906;0.000000;18.263906;Porzana porzana;1;derivation/1/8/0/b/aec44fbe948143b1bbfd36d8278c6434.wav;1;87
33.071583;0.000000;33.071583;Porzana porzana;1;derivation/1/2/5/8/60a43ad2472443258d637ca0799a124d.wav;2;1
29.120771;0.000000;29.120771;Porzana porzana;1;derivation/1/6/c/d/47a33e91ee004ee1a7447cf4181b33da.wav;1;70
20.664552;0.000000;20.664552;Porzana porzana;1;derivation/1/a/f/b/09ddbdb155d2464cbe06d0fa0f86801a.wav;1;87
5.877551;0.000000;5.877551;Porzana porzana;1;derivation/1/6/9/0/a862b0dfb86c463e8f1f3fc0c079f03e.wav;2;1
55.928163;0.000000;55.928163;Porzana porzana;1;derivation/1/1/7/8/31435d4c6193436aba6314532ff716cc.wav;2;1
21.930354;0.000000;21.930354;Porzana porzana;1;derivation/1/b/3/f/4ac947d6cec3497094990d2f4f401a97.wav;1;87
22.656000;0.000000;22.656000;Porzana porzana;1;derivation/1/c/d/2/df6943ff638c49b6880bbaa84a7053e7.wav;2;1
20.351042;0.000000;20.351042;Porzana porzana;1;derivation/1/2/9/c/b2980c5259944711909994c1e4a04e07.wav;1;87
45.906667;0.000000;45.906667;Porzana porzana;1;derivation/1/4/2/5/b90e3622b2c14e2ea6cda90a750480f2.wav;1;5
25.200000;0.000000;25.200000;Porzana porzana;1;derivation/1/e/c/d/bc6123ea74cd4ba69890d17ea8c86b2d.wav;2;1
12.072000;0.000000;12.072000;Porzana porzana;1;derivation/1/7/e/9/9e1db9ef88e74cbf81be55891a353ba9.wav;2;1
18.989875;0.000000;18.989875;Porzana porzana;1;derivation/1/0/5/7/db0c79755d354da2850ce37301e705ee.wav;1;87
3.343000;0.000000;3.343000;Porzana porzana;1;derivation/1/b/6/1/273816f8ff804fccb7bac64b653ee1e2.wav;1;84
9.495000;0.000000;9.495000;Porzana porzana;1;derivation/1/5/9/c/148f779442da4168bf9ef54d4e88213a.wav;1;84
5.161354;0.000000;5.161354;Porzana porzana;1;derivation/1/e/a/9/ed302b9019284ca6b5d362558ddfac08.wav;1;87
2.723000;0.000000;2.723000;Porzana porzana;1;derivation/1/2/5/4/9fe93b45d1bc468191ee9f4d8323b27c.wav;1;84
103.758367;0.000000;103.758367;Porzana porzana;1;derivation/1/0/9/6/a26d9eb5432c48098286d42cf38cc670.wav;1;1
17.371429;0.000000;17.371429;Porzana porzana;1;derivation/1/7/a/6/af069e9ca05d458ba706bbf339793825.wav;2;1
2.376000;0.000000;2.376000;Porzana porzana;1;derivation/1/2/6/9/a423ac62c2104da196960b5c7ab45e0b.wav;1;1
17.493198;0.000000;17.493198;Porzana porzana;1;derivation/1/9/5/2/76469db877d04af8b53d31f1fae050fb.wav;1;87
5.571000;0.000000;5.571000;Porzana porzana;1;derivation/1/6/f/2/b3fd2c909bb6441bbd3c2d8b3509f4e7.wav;1;84
36.808025;0.000000;36.808025;Porzana porzana;1;derivation/1/e/a/8/f443fe7c7c5940caa4096d7c3b4fa905.wav;2;1
9.754000;0.000000;9.754000;Porzana porzana;1;derivation/1/3/4/e/f3935bdfba1c46b79ad6c6d79ab8c099.wav;1;84
61.488000;0.000000;61.488000;Porzana porzana;1;derivation/1/a/a/3/4079c1b9c18e42679fab5e64716e5cb1.wav;2;1
19.291521;0.000000;19.291521;Porzana porzana;1;derivation/1/c/8/8/738934f7862642598b24d473a4a261dd.wav;2;87
7.597000;0.000000;7.597000;Porzana porzana;1;derivation/1/b/1/0/c7b3a716b3474bc59ff6e652e1874e00.wav;1;84
6.336000;0.000000;6.336000;Porzana porzana;1;derivation/1/1/9/a/682d7ac325ac45999c04308e2777ce52.wav;2;1
5.102000;0.000000;5.102000;Porzana porzana;1;derivation/1/5/8/c/ff9130e152454c298367796e040bd7ae.wav;1;84
43.368000;0.000000;43.368000;Porzana porzana;1;derivation/1/f/3/5/5c6b15eff2ea4f788c147e8cb029d250.wav;2;1
24.158250;0.000000;24.158250;Porzana porzana;1;derivation/1/a/7/1/3019cf3634484940bb11a14d264d81f0.wav;1;1
3.768000;0.000000;3.768000;Porzana porzana;1;derivation/1/1/3/8/bd02d281ced74bb7888bc4a72ee89de1.wav;1;1
172.680000;0.000000;172.680000;Porzana porzana;1;derivation/1/0/5/d/b0672fd41f8a4082976cefe89f65e1c2.wav;2;1
169.532875;0.000000;169.532875;Porzana porzana;1;derivation/1/4/4/2/232925220e15481e9dc39005bd517452.wav;2;1
17.738979;0.000000;17.738979;Porzana porzana;1;derivation/1/e/1/8/5710374567df4038a700599439c37388.wav;1;87
4.839000;0.000000;4.839000;Porzana porzana;1;derivation/1/7/b/1/12fd76aeffe149ce9200b08d26173f73.wav;1;84
18.444115;0.000000;18.444115;Porzana porzana;1;derivation/1/e/0/8/fb9c53f4d61749a7b98d2d817d76fa48.wav;1;87
285.792000;0.000000;285.792000;Porzana porzana;1;derivation/1/3/d/7/0824725a43d44a1f9c5ad76b7be508f5.wav;2;1
19.032458;0.000000;19.032458;Porzana porzana;1;derivation/1/d/4/d/4850b2eaa64e4ef6bcef8f670218e57a.wav;1;87
5.357000;0.000000;5.357000;Porzana porzana;1;derivation/1/f/4/f/923b0af71ee541a9af03033a612df0ac.wav;1;84
120.432000;0.000000;120.432000;Porzana porzana;1;derivation/1/8/0/b/d39c5a33bf1a452b82f97c4046fca524.wav;2;1
137.168980;0.000000;137.168980;Porzana porzana;1;derivation/1/5/1/f/22d0ad1b004e48c69ede060100f90484.wav;1;1
29.354063;0.000000;29.354063;Porzana porzana;1;derivation/1/5/b/0/b05f584937ab4741b7d5e8e230d36e53.wav;2;1
20.530615;0.000000;20.530615;Porzana porzana;1;derivation/1/3/4/5/f2368a74a1164a659aead51b1dbcff99.wav;1;87
22.920000;0.000000;22.920000;Porzana porzana;1;derivation/1/b/6/a/fe5e121fd5814dbbb12add28e36d0b3f.wav;2;1
21.696021;0.000000;21.696021;Porzana porzana;1;derivation/1/2/3/d/2ad42def1f054621ab94c36894f0857d.wav;1;87
19.564500;0.000000;19.564500;Porzana porzana;1;derivation/1/1/6/1/ebfd0cda14124398b61a08388787058f.wav;1;87
20.444125;0.000000;20.444125;Porzana porzana;1;derivation/1/9/6/2/2a10dd5b3f744cedaae44824de056372.wav;1;87
70.478367;0.000000;70.478367;Porzana porzana;1;derivation/1/3/f/6/779161ba7d904c8eaed8fc81081655d8.wav;2;1
4.989388;0.000000;4.989388;Porzana porzana;1;derivation/1/2/5/4/aa165ce58a5541be9c0a2bc196ddd8f7.wav;2;1
9.624000;0.000000;9.624000;Porzana porzana;1;derivation/1/d/c/b/759102f655cf4e919978fb7cffe3d60e.wav;2;1
19.565714;0.000000;19.565714;Porzana porzana;1;derivation/1/1/b/f/cdee3fc353eb441b949a9c33ac28a1e3.wav;2;1
168.210375;0.000000;168.210375;Porzana porzana;1;derivation/1/9/9/2/fa2519f5ef0d4670a2cd4377797d686e.wav;2;1
7.663000;0.000000;7.663000;Porzana porzana;1;derivation/1/a/2/b/a83b78c16d91444dbae6c2f1f9a17c92.wav;1;84
108.304375;0.000000;108.304375;Porzana porzana;1;derivation/1/6/1/1/25910645271f4e91a469f347cbfef2d9.wav;1;1
16.953469;0.000000;16.953469;Porzana porzana;1;derivation/1/d/7/b/1ab55f858beb421eac156da4d5938db8.wav;2;1
163.353500;0.000000;163.353500;Porzana porzana;1;derivation/1/e/3/4/797e388f94264a0b8dc1e50d59c72011.wav;1;1
8.116000;0.000000;8.116000;Porzana porzana;1;derivation/1/2/1/0/dce2ab2229864a26b238fddd33e3fd93.wav;1;84
20.429848;0.000000;20.429848;Porzana porzana;1;derivation/1/6/d/e/18e9baa3bc7d43d09382cf22cb19495a.wav;2;1
12.426000;0.000000;12.426000;Porzana porzana;1;derivation/1/3/5/2/f82a50a3c63041d68e64dba170d55cc0.wav;2;1
10.657959;0.000000;10.657959;Porzana porzana;1;derivation/1/6/0/f/ccb77e21eb0a484989c5d395e00d9df8.wav;2;1
4.585927;0.000000;4.585927;Porzana porzana;1;derivation/1/0/5/e/fd517cd32ff94030ac908f435fdfae29.wav;1;87
13.952042;0.000000;13.952042;Porzana porzana;1;derivation/1/5/d/7/896fa4ab92e84a95a93f31fbcfe01edc.wav;1;87
34.277600;0.000000;34.277600;Porzana porzana;1;derivation/1/b/5/7/bc7d7c763e7648f9845c248bcc874658.wav;2;1
5.093878;0.000000;5.093878;Porzana porzana;1;derivation/1/0/d/8/3440acef94e148148722619ccf245eca.wav;2;1
58.334350;0.000000;58.334350;Porzana porzana;1;derivation/1/3/b/4/4d751fad37ed446395b319024f50782e.wav;2;1
34.455510;0.000000;34.455510;Porzana porzana;1;derivation/1/8/3/6/bbf5332b1b5a49f8b71ddbe2df910697.wav;2;1
0.219101;156.440948;156.660049;Porzana porzana;1;derivation/1/e/5/9/86d08fb76ee44e2ba9dc31496dd736f5.wav;2;4
37.819656;0.000000;37.819656;Porzana porzana;1;derivation/1/e/8/b/6c712e997ed84dfc9c123c7a69d8cbd0.wav;2;1
16.483265;0.000000;16.483265;Porzana porzana;1;derivation/1/4/e/2/d4f92feb3ffe44649a136938a29eb446.wav;2;1
15.725094;0.000000;15.725094;Porzana porzana;1;derivation/1/e/1/5/dcb227455bb04cdfb98c3afc12c88f3e.wav;1;87
6.854582;235.195418;242.050000;Porzana porzana;1;derivation/1/3/9/8/dbeae337d018439c9aa296535a3e9dba.wav;2;4
4.625000;0.000000;4.625000;Porzana porzana;1;derivation/1/9/a/e/e304174e84414201be023f708e8bc486.wav;1;84
127.739875;0.000000;127.739875;Porzana porzana;1;derivation/1/0/7/1/542ea04aaa2249178c0b78252d34398d.wav;1;1
4.417000;0.000000;4.417000;Porzana porzana;1;derivation/1/8/0/e/3562ef30555540439434520ff7c312c7.wav;1;84
36.649796;0.000000;36.649796;Porzana porzana;1;derivation/1/6/9/5/bf6aa73409f14d2d8718121efa2f059b.wav;2;1
3.000000;0.000000;3.000000;Porzana porzana;1;derivation/1/2/c/5/717187f4d11d46688bddb138f1549637.wav;2;1
86.296950;0.000000;86.296950;Porzana porzana;1;derivation/1/7/8/e/65c6a6751a5d453bb6f851288382246e.wav;2;1
18.920927;0.000000;18.920927;Porzana porzana;1;derivation/1/3/9/0/10e92bf262ef4ff39568a7fd9013689f.wav;1;87
59.768163;0.000000;59.768163;Porzana porzana;1;derivation/1/a/2/3/6bc0a6d8a28e48de8648871526cc83c1.wav;1;1
2.736250;0.000000;2.736250;Porzana porzana;1;derivation/1/2/1/c/65ef998c40b7454186684214dc285e15.wav;1;1
54.441750;0.000000;54.441750;Porzana porzana;1;derivation/1/f/9/0/7ddfc0a7bd744caab1efec393a7ef12e.wav;2;1
156.144000;0.000000;156.144000;Porzana porzana;1;derivation/1/d/a/f/8ba00ec6b46943d89ef66f079ddb10ee.wav;2;1
18.937469;0.000000;18.937469;Porzana porzana;1;derivation/1/c/9/8/28fc3b51c5214a4fa5dce21e9d6b2d95.wav;1;87
52.662857;0.000000;52.662857;Porzana porzana;1;derivation/1/b/0/b/779e8049904441c8996cb8a9836e63e7.wav;2;1
6.712000;0.000000;6.712000;Porzana porzana;1;derivation/1/5/e/6/3c807248c6d540189c9ec8b61ed2d6fb.wav;1;84
4.519184;0.000000;4.519184;Porzana porzana;1;derivation/1/7/8/6/6cf5c9efdfad4db9b7c82a88e942cdd2.wav;2;1
108.600000;0.000000;108.600000;Porzana porzana;1;derivation/1/8/1/5/00f05bb851df4c5ab06126bfd7fb7407.wav;1;1
242.712000;0.000000;242.712000;Porzana porzana;1;derivation/1/1/b/c/20262772efe44a21bdb741da761556cc.wav;2;1
4.097000;0.000000;4.097000;Porzana porzana;1;derivation/1/6/8/5/64ca394cd6d64d61a6cc82db33bcd587.wav;1;84
1.253878;0.000000;1.253878;Porzana porzana;1;derivation/1/9/e/2/27386a18ae944c6a9d9a50a80d02b11e.wav;2;1
5.800000;0.000000;5.800000;Porzana porzana;1;derivation/1/8/3/8/52132783f2a646c79130ebb19c76f5c4.wav;1;84
6.606000;0.000000;6.606000;Porzana porzana;1;derivation/1/a/6/3/013a21e34d05410d9ea6dec39ee3df47.wav;1;84
5.198367;0.000000;5.198367;Porzana porzana;1;derivation/1/f/3/d/a4cedefd484348168ddc33cb33d0001f.wav;2;1
5.296000;0.000000;5.296000;Porzana porzana;1;derivation/1/1/7/3/1a0bcc286aa64c3dbd5daeb793183f9d.wav;1;84
5.829000;0.000000;5.829000;Porzana porzana;1;derivation/1/6/a/6/b9c046bf0ea34f5fac3ba8ac0738fd49.wav;1;84
18.768875;0.000000;18.768875;Porzana porzana;1;derivation/1/b/6/8/d66a685cfdc746ff84178ad1b4d025fd.wav;1;87
9.665306;0.000000;9.665306;Porzana porzana;1;derivation/1/0/c/d/40117a5b9a8f46ada8b2573e583abd87.wav;1;1
3.369796;0.000000;3.369796;Porzana porzana;1;derivation/1/a/1/c/dc2848b385fd424ab09da1ee928e22df.wav;2;1
5.794000;0.000000;5.794000;Porzana porzana;1;derivation/1/3/e/9/30d5ac851af34e6b954d74111d55e3e7.wav;1;84
19.663823;0.000000;19.663823;Porzana porzana;1;derivation/1/d/d/9/a30e354a63a84293b7cf26c67e690472.wav;1;87
62.412583;0.000000;62.412583;Porzana porzana;1;derivation/1/c/4/4/fa2b2c495e474db1ae87fe1f86294297.wav;2;1
89.464725;0.000000;89.464725;Porzana porzana;1;derivation/1/c/a/3/9782a7697602410c93f6571831edf35d.wav;1;1
8.976000;0.000000;8.976000;Porzana porzana;1;derivation/1/a/2/d/486396f83b254a0db66a99a9df780845.wav;2;1
190.066939;0.000000;190.066939;Porzana porzana;1;derivation/1/5/b/9/f136e7f2a98b4961a397b3a9b27ac236.wav;2;1
9.024000;0.000000;9.024000;Porzana porzana;1;derivation/1/d/2/6/45ebf42a53cf498ca6d45f6fdacbe184.wav;1;1
6.474000;0.000000;6.474000;Porzana porzana;1;derivation/1/f/1/a/1f8cb2944e7844139b80d496ba7925bc.wav;1;84
11.355938;0.000000;11.355938;Porzana porzana;1;derivation/1/4/f/6/65d09ce886314356a2401064a4e24379.wav;2;1
19.628448;0.000000;19.628448;Porzana porzana;1;derivation/1/9/7/b/c8dd7f21cee540ffbfb1bddb97a772c7.wav;2;87
5.355000;0.000000;5.355000;Porzana porzana;1;derivation/1/5/1/3/93fc1111d3314a44bfa9ddc9f6600940.wav;1;84
20.950204;0.000000;20.950204;Porzana porzana;1;derivation/1/5/c/1/10b46019ec4243a1aeb0677df3259db1.wav;1;1
240.837975;0.000000;240.837975;Porzana porzana;1;derivation/1/c/8/c/ae9854adb30541449b55d1af7eb8afe7.wav;2;1
19.864573;0.000000;19.864573;Porzana porzana;1;derivation/1/5/c/1/d333939594174136b657f4efd808530a.wav;1;87
18.704313;0.000000;18.704313;Porzana porzana;1;derivation/1/e/5/a/f547c9f0d5ed4de68f8973e91f6bf622.wav;1;87
94.078969;0.000000;94.078969;Porzana porzana;1;derivation/1/c/4/e/7d5c1efbca5e42e38bd462bbec9a54a1.wav;2;1
16.300408;0.000000;16.300408;Porzana porzana;1;derivation/1/a/e/2/ccfa97fd4e3b4d2eafa5d7a6e83cd8a1.wav;1;1
1.175510;0.000000;1.175510;Porzana porzana;1;derivation/1/6/c/3/4ea864d72e6b4c738081a90eca3f5922.wav;1;1
6.350000;0.000000;6.350000;Porzana porzana;1;derivation/1/e/e/5/2a1726e729114529b213f09bbcafc8b1.wav;1;84
2.866000;0.000000;2.866000;Porzana porzana;1;derivation/1/2/0/8/3537de41fcc849ed80618aaad6cf339e.wav;1;84
79.833150;0.000000;79.833150;Porzana porzana;1;derivation/1/c/b/f/a97c3f8403bb4777a0074afd1ab51a6d.wav;2;1
5.466000;0.000000;5.466000;Porzana porzana;1;derivation/1/3/c/5/c71b56b2956a4e2e98bce0a5ccbb7cc3.wav;1;84
13.400021;0.000000;13.400021;Porzana porzana;1;derivation/1/5/7/9/338e03f5f5e646deba6ac871dc2f2a7c.wav;1;87
22.014750;0.000000;22.014750;Porzana porzana;1;derivation/1/0/3/6/6f2f51f66b1b46568243bf3a6b8e5a32.wav;2;1
19.548396;0.000000;19.548396;Porzana porzana;1;derivation/1/9/9/6/5d30b45b7b8743b9a8ba8690da3a0b90.wav;1;87
5.849000;0.000000;5.849000;Porzana porzana;1;derivation/1/f/1/f/9a635035088149a7bb60663bbd85a1d1.wav;1;84
4.131000;0.000000;4.131000;Porzana porzana;1;derivation/1/e/6/f/c1ffacfcfea348d89f05b7dbacaf00b8.wav;1;84
20.457042;0.000000;20.457042;Porzana porzana;1;derivation/1/4/c/4/d3433322ab4a49fea6543cd76db0f6e6.wav;1;87
24.873708;0.000000;24.873708;Porzana porzana;1;derivation/1/b/f/b/5e26415e39744c1280066b86b0132d8d.wav;1;87
19.572354;0.000000;19.572354;Porzana porzana;1;derivation/1/a/5/5/f359f0debaa64905953a1706329aa4d3.wav;1;87
2.040000;0.000000;2.040000;Porzana porzana;1;derivation/1/0/2/5/c222d77e44a74e18b391e6c570abeca4.wav;2;1
37.504650;0.000000;37.504650;Porzana porzana;1;derivation/1/c/8/b/cfef99903240479086bf8414b64336b8.wav;2;1
3.109000;0.000000;3.109000;Porzana porzana;1;derivation/1/7/6/7/708f431338314f3db1109c7dd8ffffe1.wav;1;84
56.856000;0.000000;56.856000;Porzana porzana;1;derivation/1/0/5/5/e8315ec05d924452b838915be6f2b0c9.wav;2;1
13.147000;0.000000;13.147000;Porzana porzana;1;derivation/1/0/c/d/67dc0e73a627483dbd9476f1637bc7c4.wav;1;84
21.168000;0.000000;21.168000;Porzana porzana;1;derivation/1/f/1/b/8f30e121efb045739e6ab7968f392b32.wav;1;1
76.242800;0.000000;76.242800;Porzana porzana;1;derivation/1/f/3/0/a781a807541c4b9ba988f92885c448fa.wav;1;1
21.622948;0.000000;21.622948;Porzana porzana;1;derivation/1/0/c/7/b3521bd2204f43f5bcea1166b8104cc9.wav;1;70
73.482449;0.000000;73.482449;Porzana porzana;1;derivation/1/4/5/c/8144e0f92e08469eb8e92faa72372764.wav;2;1
20.837260;0.000000;20.837260;Porzana porzana;1;derivation/1/c/8/d/5484c92d23e344f295984fcc321ebb64.wav;1;87
18.972010;0.000000;18.972010;Porzana porzana;1;derivation/1/c/5/c/051b3fb0274149a7adb577a1cd3ef338.wav;1;87
81.767563;0.000000;81.767563;Porzana porzana;1;derivation/1/7/c/9/f5b4faab89bd403d94ea48d0e569c36f.wav;2;1
13.522479;0.000000;13.522479;Porzana porzana;1;derivation/1/1/4/5/e1cc0688940b4a5788a6a071852e8645.wav;1;87
54.883265;0.000000;54.883265;Porzana porzana;1;derivation/1/0/d/5/119ae3da11a34c1bbef354f3a5ab939f.wav;2;1
59.810438;0.000000;59.810438;Porzana porzana;1;derivation/1/7/9/5/b2735f75b7ee4bf6bc1e47e2fd2d8186.wav;2;1
147.363500;0.000000;147.363500;Porzana porzana;1;derivation/1/3/2/a/ebf9cfc84236408d81241fdbf691d178.wav;1;1
5.612000;0.000000;5.612000;Porzana porzana;1;derivation/1/b/6/c/1ecc0b3c59884a929ca53ca6fe12d663.wav;1;84
101.196542;0.000000;101.196542;Porzana porzana;1;derivation/1/f/8/a/cbb097ded40342bbaded1d679d0ae071.wav;2;1
20.160417;0.000000;20.160417;Porzana porzana;1;derivation/1/9/4/8/eae17bbd5aa34f40b52122d81f959d5c.wav;1;87
37.304350;0.000000;37.304350;Porzana porzana;1;derivation/1/2/2/7/ee78218d034a4a05af77bd12c2badec7.wav;2;1
79.865475;0.000000;79.865475;Porzana porzana;1;derivation/1/f/a/2/538d2c20c44846139f61edd56408cee2.wav;2;1
68.424000;0.000000;68.424000;Porzana porzana;1;derivation/1/0/b/e/9712057df8d74f339ac5c5ee92b8f147.wav;2;1
17.212229;0.000000;17.212229;Porzana porzana;1;derivation/1/4/5/9/835966d44cb64a2e8e369f59280905ec.wav;1;87
6.912000;0.000000;6.912000;Porzana porzana;1;derivation/1/7/5/8/4a59b0bf109b49a3b1fd7f5efc208be9.wav;2;1
17.946122;0.000000;17.946122;Porzana porzana;1;derivation/1/d/f/2/6788a2c3747e4f2dbecd982c8f1c3b1b.wav;2;1
49.248000;0.000000;49.248000;Porzana porzana;1;derivation/1/a/2/9/e86ac48428a844999392eee04f6d6d08.wav;2;1
5.928000;0.000000;5.928000;Porzana porzana;1;derivation/1/d/4/5/896b3845ba5a42408c90a1d813dbb094.wav;2;1
3.133583;0.000000;3.133583;Porzana porzana;1;derivation/1/c/4/9/e7ddb6be345b4d45b8970e11f74e9954.wav;1;1
23.021438;0.000000;23.021438;Porzana porzana;1;derivation/1/f/2/9/f633a97252974e678f010029e332a863.wav;1;1
65.776327;0.000000;65.776327;Porzana porzana;1;derivation/1/7/0/b/294fd0a3d27f41b48d1f486f30cee8cf.wav;2;1
65.136000;0.000000;65.136000;Porzana porzana;1;derivation/1/4/f/a/f47d7eb5b52a4f8f943322382c59935a.wav;2;1
